ID,Season,Team1Seed,Team2Seed,SeedDiff,IDTeams_c_score,NumOTsum_c_score,NumOTmean_c_score,NumOTmedian_c_score,NumOTmax_c_score,NumOTmin_c_score,NumOTstd_c_score,NumOTskew_c_score,NumOTnunique_c_score,WFGMsum_c_score,WFGMmean_c_score,WFGMmedian_c_score,WFGMmax_c_score,WFGMmin_c_score,WFGMstd_c_score,WFGMskew_c_score,WFGMnunique_c_score,WFGAsum_c_score,WFGAmean_c_score,WFGAmedian_c_score,WFGAmax_c_score,WFGAmin_c_score,WFGAstd_c_score,WFGAskew_c_score,WFGAnunique_c_score,WFGM3sum_c_score,WFGM3mean_c_score,WFGM3median_c_score,WFGM3max_c_score,WFGM3min_c_score,WFGM3std_c_score,WFGM3skew_c_score,WFGM3nunique_c_score,WFGA3sum_c_score,WFGA3mean_c_score,WFGA3median_c_score,WFGA3max_c_score,WFGA3min_c_score,WFGA3std_c_score,WFGA3skew_c_score,WFGA3nunique_c_score,WFTMsum_c_score,WFTMmean_c_score,WFTMmedian_c_score,WFTMmax_c_score,WFTMmin_c_score,WFTMstd_c_score,WFTMskew_c_score,WFTMnunique_c_score,WFTAsum_c_score,WFTAmean_c_score,WFTAmedian_c_score,WFTAmax_c_score,WFTAmin_c_score,WFTAstd_c_score,WFTAskew_c_score,WFTAnunique_c_score,WORsum_c_score,WORmean_c_score,WORmedian_c_score,WORmax_c_score,WORmin_c_score,WORstd_c_score,WORskew_c_score,WORnunique_c_score,WDRsum_c_score,WDRmean_c_score,WDRmedian_c_score,WDRmax_c_score,WDRmin_c_score,WDRstd_c_score,WDRskew_c_score,WDRnunique_c_score,WAstsum_c_score,WAstmean_c_score,WAstmedian_c_score,WAstmax_c_score,WAstmin_c_score,WAststd_c_score,WAstskew_c_score,WAstnunique_c_score,WTOsum_c_score,WTOmean_c_score,WTOmedian_c_score,WTOmax_c_score,WTOmin_c_score,WTOstd_c_score,WTOskew_c_score,WTOnunique_c_score,WStlsum_c_score,WStlmean_c_score,WStlmedian_c_score,WStlmax_c_score,WStlmin_c_score,WStlstd_c_score,WStlskew_c_score,WStlnunique_c_score,WBlksum_c_score,WBlkmean_c_score,WBlkmedian_c_score,WBlkmax_c_score,WBlkmin_c_score,WBlkstd_c_score,WBlkskew_c_score,WBlknunique_c_score,WPFsum_c_score,WPFmean_c_score,WPFmedian_c_score,WPFmax_c_score,WPFmin_c_score,WPFstd_c_score,WPFskew_c_score,WPFnunique_c_score,LFGMsum_c_score,LFGMmean_c_score,LFGMmedian_c_score,LFGMmax_c_score,LFGMmin_c_score,LFGMstd_c_score,LFGMskew_c_score,LFGMnunique_c_score,LFGAsum_c_score,LFGAmean_c_score,LFGAmedian_c_score,LFGAmax_c_score,LFGAmin_c_score,LFGAstd_c_score,LFGAskew_c_score,LFGAnunique_c_score,LFGM3sum_c_score,LFGM3mean_c_score,LFGM3median_c_score,LFGM3max_c_score,LFGM3min_c_score,LFGM3std_c_score,LFGM3skew_c_score,LFGM3nunique_c_score,LFGA3sum_c_score,LFGA3mean_c_score,LFGA3median_c_score,LFGA3max_c_score,LFGA3min_c_score,LFGA3std_c_score,LFGA3skew_c_score,LFGA3nunique_c_score,LFTMsum_c_score,LFTMmean_c_score,LFTMmedian_c_score,LFTMmax_c_score,LFTMmin_c_score,LFTMstd_c_score,LFTMskew_c_score,LFTMnunique_c_score,LFTAsum_c_score,LFTAmean_c_score,LFTAmedian_c_score,LFTAmax_c_score,LFTAmin_c_score,LFTAstd_c_score,LFTAskew_c_score,LFTAnunique_c_score,LORsum_c_score,LORmean_c_score,LORmedian_c_score,LORmax_c_score,LORmin_c_score,LORstd_c_score,LORskew_c_score,LORnunique_c_score,LDRsum_c_score,LDRmean_c_score,LDRmedian_c_score,LDRmax_c_score,LDRmin_c_score,LDRstd_c_score,LDRskew_c_score,LDRnunique_c_score,LAstsum_c_score,LAstmean_c_score,LAstmedian_c_score,LAstmax_c_score,LAstmin_c_score,LAststd_c_score,LAstskew_c_score,LAstnunique_c_score,LTOsum_c_score,LTOmean_c_score,LTOmedian_c_score,LTOmax_c_score,LTOmin_c_score,LTOstd_c_score,LTOskew_c_score,LTOnunique_c_score,LStlsum_c_score,LStlmean_c_score,LStlmedian_c_score,LStlmax_c_score,LStlmin_c_score,LStlstd_c_score,LStlskew_c_score,LStlnunique_c_score,LBlksum_c_score,LBlkmean_c_score,LBlkmedian_c_score,LBlkmax_c_score,LBlkmin_c_score,LBlkstd_c_score,LBlkskew_c_score,LBlknunique_c_score,LPFsum_c_score,LPFmean_c_score,LPFmedian_c_score,LPFmax_c_score,LPFmin_c_score,LPFstd_c_score,LPFskew_c_score,LPFnunique_c_score,Pred
2003_1221_1266,2003,14.0,3.0,11.0,1221_1266,0,0.0,0.0,0,0,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,51,51.0,51.0,51,51,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,54,54.0,54.0,54,54,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,0.0
2003_1281_1356,2003,6.0,11.0,-5.0,1281_1356,0,0.0,0.0,0,0,0.0,0.0,1,77,25.666666666666668,25.0,28,24,2.081665999466132,1.2933427807333908,3,160,53.333333333333336,53.0,55,52,1.5275252316519474,0.9352195295828105,3,20,6.666666666666667,7.0,8,5,1.5275252316519468,-0.9352195295828264,3,54,18.0,18.0,23,13,5.0,0.0,3,34,11.333333333333334,11.0,17,6,5.507570547286102,0.2713547618998579,3,54,18.0,18.0,27,9,9.0,0.0,3,32,10.666666666666666,9.0,15,8,3.7859388972001824,1.5970969928697378,3,83,27.666666666666668,29.0,32,22,5.131601439446884,-1.0902905798280056,3,31,10.333333333333334,10.0,14,7,3.5118845842842465,0.42327316026800493,3,50,16.666666666666668,15.0,23,12,5.686240703077327,1.2056594965075198,3,17,5.666666666666667,6.0,7,4,1.5275252316519468,-0.9352195295828264,3,12,4.0,3.0,6,3,1.7320508075688772,1.7320508075688774,2,60,20.0,19.0,23,18,2.6457513110645907,1.457862967321305,3,61,20.333333333333332,25.0,26,10,8.962886439832502,-1.7078263843533383,3,158,52.666666666666664,59.0,65,34,16.441816606851365,-1.4761915071402403,3,19,6.333333333333333,6.0,8,5,1.5275252316519468,0.9352195295828264,3,56,18.666666666666668,19.0,20,17,1.5275252316519465,-0.9352195295828315,3,37,12.333333333333334,11.0,23,3,10.066445913694333,0.5855827262813873,3,56,18.666666666666668,21.0,26,9,8.736894948054104,-1.1160820590189837,3,24,8.0,9.0,11,4,3.605551275463989,-1.1520696383139377,3,63,21.0,18.0,28,17,6.082762530298219,1.6795356000385153,3,34,11.333333333333334,11.0,19,4,7.505553499465135,0.1994578308215408,3,43,14.333333333333334,14.0,16,13,1.5275252316519468,0.9352195295828207,3,15,5.0,5.0,6,4,1.0,0.0,3,3,1.0,0.0,3,0,1.7320508075688772,1.7320508075688774,2,53,17.666666666666668,19.0,21,13,4.163331998932265,-1.293342780733399,3,1.0
2003_1323_1454,2003,5.0,12.0,-7.0,1323_1454,0,0.0,0.0,0,0,0.0,-1.0,1,55,27.5,27.5,32,23,6.363961030678928,-1.0,2,110,55.0,55.0,56,54,1.4142135623730951,-1.0,2,9,4.5,4.5,6,3,2.1213203435596424,-1.0,2,31,15.5,15.5,18,13,3.5355339059327378,-1.0,2,37,18.5,18.5,21,16,3.5355339059327378,-1.0,2,44,22.0,22.0,25,19,4.242640687119285,-1.0,2,17,8.5,8.5,11,6,3.5355339059327378,-1.0,2,55,27.5,27.5,33,22,7.7781745930520225,-1.0,2,27,13.5,13.5,20,7,9.192388155425117,-1.0,2,25,12.5,12.5,20,5,10.606601717798213,-1.0,2,11,5.5,5.5,6,5,0.7071067811865476,-1.0,2,10,5.0,5.0,6,4,1.4142135623730951,-1.0,2,31,15.5,15.5,19,12,4.949747468305833,-1.0,2,50,25.0,25.0,27,23,2.8284271247461903,-1.0,2,120,60.0,60.0,66,54,8.48528137423857,-1.0,2,22,11.0,11.0,14,8,4.242640687119285,-1.0,2,44,22.0,22.0,23,21,1.4142135623730951,-1.0,2,25,12.5,12.5,15,10,3.5355339059327378,-1.0,2,34,17.0,17.0,20,14,4.242640687119285,-1.0,2,21,10.5,10.5,14,7,4.949747468305833,-1.0,2,43,21.5,21.5,23,20,2.1213203435596424,-1.0,2,36,18.0,18.0,21,15,4.242640687119285,-1.0,2,24,12.0,12.0,12,12,0.0,-1.0,1,11,5.5,5.5,11,0,7.7781745930520225,-1.0,2,4,2.0,2.0,3,1,1.4142135623730951,-1.0,2,42,21.0,21.0,25,17,5.656854249492381,-1.0,2,1.0
2003_1328_1354,2003,1.0,16.0,-15.0,1328_1354,0,0.0,0.0,0,0,0.0,-1.0,1,56,28.0,28.0,32,24,5.656854249492381,-1.0,2,133,66.5,66.5,81,52,20.506096654409877,-1.0,2,16,8.0,8.0,10,6,2.8284271247461903,-1.0,2,39,19.5,19.5,21,18,2.1213203435596424,-1.0,2,26,13.0,13.0,13,13,0.0,-1.0,1,44,22.0,22.0,24,20,2.8284271247461903,-1.0,2,37,18.5,18.5,26,11,10.606601717798213,-1.0,2,61,30.5,30.5,37,24,9.192388155425117,-1.0,2,32,16.0,16.0,16,16,0.0,-1.0,1,22,11.0,11.0,14,8,4.242640687119285,-1.0,2,16,8.0,8.0,8,8,0.0,-1.0,1,8,4.0,4.0,5,3,1.4142135623730951,-1.0,2,28,14.0,14.0,16,12,2.8284271247461903,-1.0,2,41,20.5,20.5,21,20,0.7071067811865476,-1.0,2,111,55.5,55.5,59,52,4.949747468305833,-1.0,2,8,4.0,4.0,6,2,2.8284271247461903,-1.0,2,36,18.0,18.0,20,16,2.8284271247461903,-1.0,2,12,6.0,6.0,6,6,0.0,-1.0,1,25,12.5,12.5,17,8,6.363961030678928,-1.0,2,15,7.5,7.5,8,7,0.7071067811865476,-1.0,2,50,25.0,25.0,28,22,4.242640687119285,-1.0,2,18,9.0,9.0,10,8,1.4142135623730951,-1.0,2,33,16.5,16.5,18,15,2.1213203435596424,-1.0,2,13,6.5,6.5,7,6,0.7071067811865476,-1.0,2,7,3.5,3.5,5,2,2.1213203435596424,-1.0,2,41,20.5,20.5,23,18,3.5355339059327378,-1.0,2,1.0
2003_1360_1390,2003,13.0,4.0,9.0,1360_1390,0,0.0,0.0,0,0,0.0,0.0,1,132,26.4,26.0,30,23,3.0495901363953815,0.16219348626915198,5,284,56.8,57.0,64,51,5.118593556827891,0.4160851938567075,5,29,5.8,7.0,8,3,2.588435821108957,-0.5016571985664493,3,96,19.2,21.0,24,14,4.08656334834051,-0.31210799713024023,4,62,12.4,13.0,16,8,3.0495901363953815,-0.5429955844662844,5,96,19.2,20.0,24,14,4.54972526643093,-0.2155462739119878,5,53,10.6,8.0,18,7,4.560701700396552,1.4325983752863622,4,141,28.2,29.0,33,22,4.324349662087931,-0.5972892810170346,5,64,12.8,13.0,16,10,2.3874672772626644,0.20575279705556831,5,74,14.8,14.0,20,11,3.271085446759225,1.008553727579706,4,35,7.0,7.0,10,4,2.23606797749979,0.0,5,25,5.0,5.0,8,2,2.23606797749979,0.0,5,86,17.2,18.0,24,10,5.403702434442518,-0.18252325730899796,5,101,20.2,20.0,23,17,2.1679483388678804,-0.4220089568642759,4,273,54.6,56.0,63,45,7.893034904268447,-0.26660643135390466,5,25,5.0,5.0,6,4,0.7071067811865475,0.0,3,93,18.6,18.0,22,15,2.8809720581775866,0.037637898858465114,5,68,13.6,10.0,25,8,7.3688533707762165,1.1693736428430122,4,92,18.4,13.0,32,9,10.014988766843427,0.7069164911383022,5,47,9.4,9.0,17,4,5.029910535983717,0.8062441547156323,5,119,23.8,24.0,27,21,2.3874672772626644,0.2057527970555683,5,51,10.2,10.0,15,7,2.949576240750525,1.2353225899298685,4,77,15.4,17.0,20,11,3.7815340802378077,-0.14609085644226505,4,31,6.2,6.0,10,3,2.588435821108957,0.5016571985664493,5,13,2.6,3.0,5,0,2.0736441353327724,-0.23551393640880616,5,96,19.2,19.0,22,17,1.9235384061671343,0.5901286563843674,5,0.0
2003_1173_1409,2003,4.0,13.0,-9.0,1173_1409,0,0.0,0.0,0,0,0.0,-1.0,1,58,29.0,29.0,33,25,5.656854249492381,-1.0,2,103,51.5,51.5,57,46,7.7781745930520225,-1.0,2,15,7.5,7.5,8,7,0.7071067811865476,-1.0,2,25,12.5,12.5,13,12,0.7071067811865476,-1.0,2,25,12.5,12.5,15,10,3.5355339059327378,-1.0,2,30,15.0,15.0,17,13,2.8284271247461903,-1.0,2,10,5.0,5.0,8,2,4.242640687119285,-1.0,2,53,26.5,26.5,27,26,0.7071067811865476,-1.0,2,33,16.5,16.5,18,15,2.1213203435596424,-1.0,2,24,12.0,12.0,12,12,0.0,-1.0,1,9,4.5,4.5,6,3,2.1213203435596424,-1.0,2,2,1.0,1.0,1,1,0.0,-1.0,1,26,13.0,13.0,15,11,2.8284271247461903,-1.0,2,52,26.0,26.0,28,24,2.8284271247461903,-1.0,2,125,62.5,62.5,66,59,4.949747468305833,-1.0,2,14,7.0,7.0,9,5,2.8284271247461903,-1.0,2,51,25.5,25.5,28,23,3.5355339059327378,-1.0,2,20,10.0,10.0,14,6,5.656854249492381,-1.0,2,26,13.0,13.0,17,9,5.656854249492381,-1.0,2,21,10.5,10.5,12,9,2.1213203435596424,-1.0,2,36,18.0,18.0,20,16,2.8284271247461903,-1.0,2,23,11.5,11.5,12,11,0.7071067811865476,-1.0,2,16,8.0,8.0,11,5,4.242640687119285,-1.0,2,10,5.0,5.0,7,3,2.8284271247461903,-1.0,2,5,2.5,2.5,3,2,0.7071067811865476,-1.0,2,33,16.5,16.5,19,14,3.5355339059327378,-1.0,2,0.0
2003_1451_1458,2003,12.0,5.0,7.0,1451_1458,0,0.0,0.0,0,0,-1.0,-1.0,1,31,31.0,31.0,31,31,-1.0,-1.0,1,58,58.0,58.0,58,58,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,71,71.0,71.0,71,71,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,0,0.0,0.0,0,0,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,0.0
2003_1120_1386,2003,10.0,7.0,3.0,1120_1386,2,1.0,1.0,1,1,0.0,-1.0,1,54,27.0,27.0,29,25,2.8284271247461903,-1.0,2,125,62.5,62.5,68,57,7.7781745930520225,-1.0,2,16,8.0,8.0,9,7,1.4142135623730951,-1.0,2,50,25.0,25.0,32,18,9.899494936611665,-1.0,2,37,18.5,18.5,29,8,14.849242404917497,-1.0,2,56,28.0,28.0,43,13,21.213203435596427,-1.0,2,34,17.0,17.0,20,14,4.242640687119285,-1.0,2,55,27.5,27.5,31,24,4.949747468305833,-1.0,2,27,13.5,13.5,16,11,3.5355339059327378,-1.0,2,33,16.5,16.5,18,15,2.1213203435596424,-1.0,2,9,4.5,4.5,5,4,0.7071067811865476,-1.0,2,10,5.0,5.0,5,5,0.0,-1.0,1,16,8.0,8.0,16,0,11.313708498984761,-1.0,2,54,27.0,27.0,32,22,7.0710678118654755,-1.0,2,133,66.5,66.5,74,59,10.606601717798213,-1.0,2,18,9.0,9.0,12,6,4.242640687119285,-1.0,2,64,32.0,32.0,40,24,11.313708498984761,-1.0,2,28,14.0,14.0,15,13,1.4142135623730951,-1.0,2,39,19.5,19.5,23,16,4.949747468305833,-1.0,2,25,12.5,12.5,15,10,3.5355339059327378,-1.0,2,43,21.5,21.5,22,21,0.7071067811865476,-1.0,2,31,15.5,15.5,20,11,6.363961030678928,-1.0,2,25,12.5,12.5,13,12,0.7071067811865476,-1.0,2,11,5.5,5.5,8,3,3.5355339059327378,-1.0,2,6,3.0,3.0,4,2,1.4142135623730951,-1.0,2,19,9.5,9.5,19,0,13.435028842544403,-1.0,2,1.0
2003_1139_1280,2003,12.0,5.0,7.0,1139_1280,0,0.0,0.0,0,0,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,47,47.0,47.0,47,47,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,0,0.0,0.0,0,0,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,44,44.0,44.0,44,44,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,1.0
2003_1196_1358,2003,2.0,15.0,-13.0,1196_1358,0,0.0,0.0,0,0,0.0,-1.0,1,62,31.0,31.0,32,30,1.4142135623730951,-1.0,2,117,58.5,58.5,61,56,3.5355339059327378,-1.0,2,19,9.5,9.5,13,6,4.949747468305833,-1.0,2,42,21.0,21.0,28,14,9.899494936611665,-1.0,2,25,12.5,12.5,17,8,6.363961030678928,-1.0,2,43,21.5,21.5,29,14,10.606601717798213,-1.0,2,20,10.0,10.0,11,9,1.4142135623730951,-1.0,2,63,31.5,31.5,32,31,0.7071067811865476,-1.0,2,37,18.5,18.5,24,13,7.7781745930520225,-1.0,2,30,15.0,15.0,20,10,7.0710678118654755,-1.0,2,14,7.0,7.0,8,6,1.4142135623730951,-1.0,2,12,6.0,6.0,9,3,4.242640687119285,-1.0,2,41,20.5,20.5,26,15,7.7781745930520225,-1.0,2,37,18.5,18.5,19,18,0.7071067811865476,-1.0,2,112,56.0,56.0,57,55,1.4142135623730951,-1.0,2,7,3.5,3.5,6,1,3.5355339059327378,-1.0,2,32,16.0,16.0,18,14,2.8284271247461903,-1.0,2,25,12.5,12.5,14,11,2.1213203435596424,-1.0,2,45,22.5,22.5,27,18,6.363961030678928,-1.0,2,25,12.5,12.5,13,12,0.7071067811865476,-1.0,2,45,22.5,22.5,25,20,3.5355339059327378,-1.0,2,22,11.0,11.0,12,10,1.4142135623730951,-1.0,2,37,18.5,18.5,21,16,3.5355339059327378,-1.0,2,12,6.0,6.0,11,1,7.0710678118654755,-1.0,2,9,4.5,4.5,5,4,0.7071067811865476,-1.0,2,42,21.0,21.0,26,16,7.0710678118654755,-1.0,2,1.0
2003_1104_1231,2003,10.0,7.0,3.0,1104_1231,0,0.0,0.0,0,0,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,49,49.0,49.0,49,49,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,52,52.0,52.0,52,52,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,0.0
2003_1237_1246,2003,16.0,1.0,15.0,1237_1246,0,0.0,0.0,0,0,-1.0,-1.0,1,40,40.0,40.0,40,40,-1.0,-1.0,1,65,65.0,65.0,65,65,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,60,60.0,60.0,60,60,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,0.0
2003_1122_1257,2003,13.0,4.0,9.0,1122_1257,0,0.0,0.0,0,0,0.0,0.0,1,120,30.0,31.0,35,23,5.291502622129181,-0.8639187954496622,4,244,61.0,62.0,70,50,8.602325267042627,-0.5718127094966245,4,33,8.25,8.0,11,6,2.06155281280883,0.7133400736362734,3,88,22.0,22.5,25,18,3.1622776601683795,-0.6324555320336758,4,64,16.0,15.5,25,8,7.0710678118654755,0.3959797974644666,4,83,20.75,20.0,30,13,7.41057802513857,0.4662571790128656,4,50,12.5,12.5,15,10,2.081665999466133,0.0,4,113,28.25,29.0,31,24,2.9860788111948193,-1.380236620564502,3,81,20.25,20.5,23,17,3.2015621187164243,-0.08380055515973985,3,59,14.75,14.5,18,12,2.5,0.5599999999999999,4,38,9.5,10.0,12,6,3.0000000000000004,-0.37037037037037035,3,21,5.25,4.0,9,4,2.5,1.9999999999999998,2,78,19.5,20.0,23,15,3.696845502136472,-0.47502595387357405,4,86,21.5,22.0,28,14,5.972157622389639,-0.42252141445852104,4,218,54.5,56.0,59,47,5.446711546122731,-1.1882234000378837,4,25,6.25,7.0,9,2,3.4034296427770228,-0.6278051470864504,3,84,21.0,20.5,24,19,2.160246899469287,1.1903401282789947,4,54,13.5,14.0,16,10,2.5166114784235836,-1.1293381149712478,3,83,20.75,22.5,25,13,5.315072906367324,-1.6666576800920014,4,33,8.25,7.5,13,5,3.403429642777023,1.1985370989832236,4,81,20.25,20.5,23,17,2.5,-0.5599999999999999,4,45,11.25,11.5,15,7,3.304037933599835,-0.4366620845757488,4,69,17.25,17.5,18,16,0.9574271077563381,-0.8545630383279712,3,26,6.5,6.5,8,5,1.2909944487358056,0.0,4,7,1.75,1.5,3,1,0.9574271077563381,0.8545630383279712,3,78,19.5,18.5,24,17,3.1091263510296048,1.5970779829307837,4,0.0
2003_1268_1423,2003,6.0,11.0,-5.0,1268_1423,0,0.0,0.0,0,0,0.0,-1.0,1,52,26.0,26.0,27,25,1.4142135623730951,-1.0,2,106,53.0,53.0,54,52,1.4142135623730951,-1.0,2,10,5.0,5.0,10,0,7.0710678118654755,-1.0,2,28,14.0,14.0,19,9,7.0710678118654755,-1.0,2,32,16.0,16.0,21,11,7.0710678118654755,-1.0,2,45,22.5,22.5,30,15,10.606601717798213,-1.0,2,20,10.0,10.0,12,8,2.8284271247461903,-1.0,2,51,25.5,25.5,27,24,2.1213203435596424,-1.0,2,24,12.0,12.0,17,7,7.0710678118654755,-1.0,2,26,13.0,13.0,13,13,0.0,-1.0,1,10,5.0,5.0,7,3,2.8284271247461903,-1.0,2,8,4.0,4.0,5,3,1.4142135623730951,-1.0,2,36,18.0,18.0,20,16,2.8284271247461903,-1.0,2,43,21.5,21.5,23,20,2.1213203435596424,-1.0,2,111,55.5,55.5,56,55,0.7071067811865476,-1.0,2,19,9.5,9.5,13,6,4.949747468305833,-1.0,2,45,22.5,22.5,29,16,9.192388155425117,-1.0,2,30,15.0,15.0,20,10,7.0710678118654755,-1.0,2,40,20.0,20.0,26,14,8.48528137423857,-1.0,2,20,10.0,10.0,10,10,0.0,-1.0,1,39,19.5,19.5,20,19,0.7071067811865476,-1.0,2,28,14.0,14.0,16,12,2.8284271247461903,-1.0,2,22,11.0,11.0,14,8,4.242640687119285,-1.0,2,16,8.0,8.0,9,7,1.4142135623730951,-1.0,2,4,2.0,2.0,3,1,1.4142135623730951,-1.0,2,43,21.5,21.5,24,19,3.5355339059327378,-1.0,2,1.0
